Nome,Categoria,Atualizada,Tamanho,Instalacoes,Versao Atual,Requer Android,Classificacao,Politica de Privacidade
Google LLC,Personalization,"July 21, 2020",2.3M,"100,000,000+",1.3.169416333,4.1 and up,Google LLC,http://www.google.com/policies/privacy
Best Free Video Editor & Video Maker Dev,Personalization,"January 21, 2020",21M,"100,000,000+",3.23,4.1 and up,Digital Purchases,https://policies.google.com/privacy
Evie Labs Inc.,Personalization,"June 19, 2019",Varies with device,"5,000,000+",Varies with device,4.4 and up,Evie Labs Inc.,https://evie.com/privacy.html
"SNOW, Inc.",Photography,"August 4, 2020",Varies with device,"500,000,000+",Varies with device,Varies with device,"SNOW, Inc.",https://b612.snow.me/help/privacyPolicy?lang=en
Xiaomi Inc.,Personalization,"August 5, 2020",22M,"10,000,000+",2.7.4.8,5.0 and up,Shares Location,https://h5.app.intl.miui.com/launcher/privacy.html
Piddo apps,Personalization,"August 12, 2020",4.2M,"10,000,000+",3.43,4.1 and up,Piddo apps,https://policies.google.com/privacy
VIVID Apps,Parenting,"June 1, 2020",3.0M,"10,000+",1.1.2,4.0.3 and up,VIVID Apps,https://astrolaabh.in/privacyPolicy
Oub Apps,Parenting,"December 3, 2019",6.1M,"10,000,000+",2.0.7,4.0.3 and up,Oub Apps,http://arabicoil.in/pp/privacy_policy.pdf
Beansprites LLC,Parenting,"July 3, 2020",41M,"1,000,000+",2.0,4.1 and up,In-Game Purchases,http://www.beansprites.com/privacy.html
Arjona Software,Parenting,"July 2, 2020",12M,"1,000,000+",1.87,4.0 and up,R$11.99 per item,https://policies.google.com/privacy
LuuTinh Developer,Personalization,"June 3, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,LuuTinh Developer,https://policies.google.com/privacy
CLEVERBIT,Parenting,"August 19, 2019",Varies with device,"1,000,000+",7.6.1,4.1 and up,CLEVERBIT,http://cleverbit.net/en/privacy-policy.htm
Myanmar Keyboard Developer,Personalization,"April 5, 2020",31M,"1,000,000+",3.4.7,4.0.3 and up,Myanmar Keyboard Developer,https://sites.google.com/view/frozenkb-privacypolicy/home
Dream_Studio,Parenting,"April 19, 2020",9.9M,"1,000,000+",5.2,4.1 and up,Dream_Studio,http://abc.jupe.pl/privacy_policy/
DOKDOAPPS,Parenting,"December 16, 2019",4.2M,"5,000,000+",Varies with device,Varies with device,DOKDOAPPS,http://dokdoapps.com/privacystatement/mybabyseriesprivacypolicy.html
Beansprites LLC,Parenting,"July 31, 2020",50M,"500,000+",2.9,4.1 and up,In-Game Purchases,http://www.beansprites.com/privacy.html
BalinsWeb,Parenting,"January 27, 2020",25M,"100,000+",1.3.0,4.0 and up,R$7.49 per item,https://sites.google.com/site/balinswebprivacypolicy/
BalinsWeb,Parenting,"June 28, 2020",10M,"1,000,000+",1.2.9,4.0 and up,R$1.99 per item,https://sites.google.com/site/balinswebprivacypolicy/
Google LLC,Photography,"August 13, 2020",Varies with device,"1,000,000,000+",Varies with device,Varies with device,Google LLC,http://www.google.com/policies/privacy
Lightricks Ltd.,Photography,"August 9, 2020",130M,"10,000,000+",2.3.7-free,7.0 and up,Digital Purchases,http://www.facetuneapp.com/files/facetune-privacy.pdf
Remini,Photography,"August 4, 2020",52M,"10,000,000+",1.3.3,4.4 and up,In-App Purchases,https://policies.google.com/privacy
"SNOW, Inc.",Photography,"July 17, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,"SNOW, Inc.",https://foodie.snow.me/privacyPolicy
Meitu (China) Limited,Photography,"August 4, 2020",67M,"10,000,000+",9.4.35,4.3 and up,Shares Info,https://pro.meitu.com/meiyan/agreements/privacy_policy.html?lang=en
PinGuo Inc.,Photography,"July 10, 2020",Varies with device,"10,000,000+",4.2.0,4.4 and up,PinGuo Inc.,http://www.camera360.com/privacy_bestie_en.html
Perfect Mobile Corp.,Photography,"August 5, 2020",Varies with device,"100,000,000+",Varies with device,Varies with device,"Users Interact, Shares Info, Shares Location",https://www.perfectcorp.com/stat/BeautyCircle/enu/privacy.html?utm_source=ymk&utm_medium=android&utm_campaign=policypage
Meitu (China) Limited,Photography,"August 14, 2020",75M,"100,000,000+",7.1.030,4.4 and up,In-App Purchases,https://h5.mr.meitu.com/agreement/beautyPlus/#/privacy
Meepo Dev,Photography,"March 7, 2020",4.0M,"5,000,000+",1.3.4,5.0 and up,Meepo Dev,https://doomobile.web.app/meepoprivacy.html
Polarr,Photography,"July 23, 2020",54M,"10,000,000+",6.0.12,8.0 and up,"Users Interact, Digital Purchases",https://www.polarr.co/policy/polarrphotoeditor_privacy.pdf
Sunny Kid Games,Parenting,"July 27, 2020",35M,"1,000,000+",1.38,4.0.3 and up,R$16.99 - R$22.99 per item,http://sunnydreamsgames.com/privacy_policy.html
Judi Studio,Photography,"April 11, 2020",12M,"10,000,000+",2.3.8,5.0 and up,Users Interact,https://policies.google.com/privacy
XYZ ONLINE,Photography,"August 8, 2020",47M,"10,000,000+",5.2.1.10197,4.4 and up,Shares Location,http://www.mvmasters.com/privacy.html
Studio 8 Apps,Photography,"May 26, 2020",13M,"50,000,000+",4.2.20,4.1 and up,Studio 8 Apps,http://www.studio8apps.com/privacy-policy/
ryzenrise,Photography,"August 11, 2020",27M,"10,000,000+",2.5.7,4.3 and up,In-App Purchases,http://www.wisharcbuilder.com/privacypolicy.pdf
Meta Applications,Photography,"December 27, 2019",16M,"10,000,000+",1.4,5.0 and up,Meta Applications,https://sites.google.com/view/privacypolicy-lovely/home
VSCO,Photography,"August 11, 2020",54M,"100,000,000+",177,5.0 and up,"Users Interact, Digital Purchases",https://vsco.co/about/privacy_policy
Scoompa,Photography,"June 1, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,Digital Purchases,https://policies.google.com/privacy
Video Note LLC,Photography,"March 30, 2020",18M,"50,000,000+",3.4.3,4.2 and up,Video Note LLC,https://zenjoy-res.tuanguwen.com/privacy/zenjoy.html
InShot Inc.,Photography,"July 28, 2020",29M,"10,000,000+",1.195.53,4.3 and up,R$11.99 - R$33.99 per item,http://inshotapp.com/lumii/website/privacypolicy.html
GridPlus Inc.,Photography,"August 14, 2020",36M,"5,000,000+",7.67,5.0 and up,R$4.69 - R$134.99 per item,https://media.grid.plus/doc/grid_plus_privacy_policy
cerdillac,Photography,"August 11, 2020",39M,"10,000,000+",2.7.9.0,4.3 and up,In-App Purchases,https://policies.google.com/privacy
InShot Inc.,Photography,"August 12, 2020",44M,"100,000,000+",1.654.1287,5.0 and up,In-App Purchases,http://inshotapp.com/website/InShotAndroid/privacypolicy.html
InFrame Inc.,Photography,"August 9, 2020",17M,"5,000,000+",1.6.9,4.1 and up,InFrame Inc.,http://inframeapp.com/privacy.html
ls&la,Photography,"August 14, 2020",14M,"10,000,000+",1.2.2,4.1 and up,ls&la,https://policies.google.com/privacy
Cateater,Photography,"August 3, 2020",93M,"5,000,000+",6.0.1.8489,5.0 and up,Digital Purchases,http://www.cateater.com/privacy
Match Group Brasil,Dating,"July 30, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,Users Interact,https://policies.google.com/privacy
Google LLC,Education,"February 21, 2020",41M,"1,000,000+",2.3.3.200207006,4.4 and up,Users Interact,http://www.google.com/policies/privacy
Saira Mahmood,Communication,"Eligible if bought after 7/2/2016.
","August 1, 2019",2.3M,"10,000+",1.1,4.1 and up,https://www.arsalanengr.com/privacypolicy
Snow Technology,Communication,"Eligible if bought after 7/2/2016.
","October 5, 2019",4.9M,"10,000+",2.1.7,6.0 and up,https://policies.google.com/privacy
Stoutner,Communication,"April 1, 2020",12M,"1,000+",3.4.1,4.4 and up,Unrestricted Internet,https://accounts.google.com/ServiceLogin?passive=1209600&continue=https://play.google.com/store/apps/details?id%3Dcom.stoutner.privacybrowser.standard&followup=https://play.google.com/store/apps/details?id%3Dcom.stoutner.privacybrowser.standard&ec=GAVATg
CryptoCompany OU,Communication,"Eligible if bought after 7/2/2016.
","August 6, 2020",Varies with device,"50,000+",4.1.24,4.4 and up,https://cryptocompany.site/en/android/privacy/
MMS APP,Communication,"Eligible if bought after 7/2/2016.
","April 8, 2020",7.0M,"1,000+",48,4.0 and up,https://sites.google.com/site/privacy23apps77
Ian Hawkins,Communication,"Eligible if bought after 7/2/2016.
","November 15, 2019",16M,"1,000,000+",1.10.114,4.1 and up,https://torque-bhp.com/privacy.txt
June Fabrics Technology Inc.,Communication,"October 4, 2019",283k,"5,000,000+",5.22,4.1 and up,June Fabrics Technology Inc.,https://policies.google.com/privacy
AVM GmbH,Communication,"February 27, 2020",5.1M,"1,000,000+",1.90.10,4.0 and up,Users Interact,https://policies.google.com/privacy
The Tor Project,Communication,"July 29, 2020",Varies with device,"1,000,000+",68.11.0,Varies with device,Unrestricted Internet,https://policies.google.com/privacy
UCWeb Singapore Pte. Ltd.,Communication,"August 4, 2020",Varies with device,"10,000,000+",1.10.1.900,4.1 and up,Unrestricted Internet,https://policies.google.com/privacy
UCWeb Singapore Pte. Ltd.,Communication,"July 23, 2020",Varies with device,"500,000,000+",Varies with device,4.0 and up,Unrestricted Internet,https://policies.google.com/privacy
Browsec LLC,Communication,"August 7, 2020",8.8M,"1,000,000+",0.40,4.1 and up,Digital Purchases,https://browsec.com/en/privacypolicy?utm_campaign=default_campaign&utm_source=google+play&utm_medium=privacy_policy_link
UCWeb Singapore Pte. Ltd.,Communication,"May 22, 2020",47M,"100,000,000+",12.12.9.1226,4.4 and up,Unrestricted Internet,https://policies.google.com/privacy
LabZilla,Beauty,"March 21, 2020",14M,"1,000,000+",12,4.1 and up,LabZilla,https://policies.google.com/privacy
pickwick santa,Books & Reference,"October 17, 2019",6.7M,"10,000,000+",6.5,4.1 and up,pickwick santa,https://policies.google.com/privacy
Learning Easy,Communication,"June 15, 2020",9.5M,"10,000,000+",3.7.6,4.1 and up,In-App Purchases,https://learningeasyapps.blogspot.com/2019/03/privacy-policy-of-learning-easy-apps.html
Pratilipi,Books & Reference,"July 29, 2020",14M,"10,000,000+",4.3.0,4.2 and up,Users Interact,https://hindi.pratilipi.com/privacy-policy
READING APPS,Books & Reference,"July 11, 2020",28M,"1,000,000+",2.38,4.0 and up,R$5.99 - R$15.99 per item,https://eboox.ru/privacy
Google LLC,Books & Reference,"July 22, 2020",Varies with device,"1,000,000,000+",Varies with device,Varies with device,Digital Purchases,https://play.google.com/books/intl/privacy.html
FBReader.ORG Limited,Books & Reference,"April 2, 2019",Varies with device,"1,000,000+",Varies with device,Varies with device,FBReader.ORG Limited,https://policies.google.com/privacy
Perfect Planet,Books & Reference,"August 11, 2020",12M,"100,000+",1.2.0,4.1 and up,In-App Purchases,https://policies.google.com/privacy
FaultException,Books & Reference,"March 1, 2020",7.1M,"1,000,000+",0.23.1,4.1 and up,FaultException,http://faultexception.com/lithium-privacy.html
"Udell Enterprises, Inc",Books & Reference,"July 7, 2020",Varies with device,"100,000+",Varies with device,Varies with device,"Udell Enterprises, Inc",http://www.udellenterprises.com/privacy_policy.html
Sunbird Images,Books & Reference,"February 5, 2017",46M,"10,000+",v12,4.0.3 and up,Sunbird Images,http://www.sunbird.tv/privacy-statement/
"Dictionary.com, LLC",Books & Reference,"Eligible if bought after 7/2/2016.
","March 23, 2020",9.0M,"100,000+",7.5.35,4.1 and up,https://policies.google.com/privacy
Robert Londo,Books & Reference,"Eligible if bought after 7/2/2016.
","May 26, 2020",Varies with device,"1,000+",2.7.0,4.4 and up,https://policies.google.com/privacy
TheFreeDictionary.com – Farlex,Books & Reference,"Eligible if bought after 7/2/2016.
","April 28, 2020",6.1M,"10,000+",14,5.0 and up,http://www.thefreedictionary.com/privacy-policy.htm
solvapps,Books & Reference,"Eligible if bought after 7/2/2016.
","May 22, 2020",7.9M,"10,000+",3.06,4.1 and up,https://www.history4geeks.com/privacy-policy
AnyBooks,Books & Reference,"Eligible if bought after 7/2/2016.
","April 9, 2020",Varies with device,"50,000+",3.23.0,4.4 and up,https://policies.google.com/privacy
Nynix LLC,Books & Reference,"August 9, 2020",71M,"500,000+",6.5.0,4.0.3 and up,Nynix LLC,http://knots3d.com/privacy.html
solvapps,Books & Reference,"Eligible if bought after 7/2/2016.
","May 22, 2020",7.9M,"10,000+",3.06,4.1 and up,https://www.history4geeks.com/privacy-policy
Storytel Sweden AB,Books & Reference,"July 13, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,R$15.99 - R$64.99 per item,https://www.storytel.com/privacy-policy
Moon+,Books & Reference,"August 3, 2020",Varies with device,"500,000+",Varies with device,Varies with device,Moon+,http://www.moondownload.com/privacymrp.html
"Audible, Inc",Books & Reference,"August 11, 2020",23M,"100,000,000+",2.56.0,4.1 and up,Digital Purchases,https://www.audible.com/privacy-policy
Anyreads,Books & Reference,"May 29, 2020",25M,"5,000,000+",10.10.14,5.0 and up,In-App Purchases,https://patephone.com/privacy.html
Hyperionics Technology,Books & Reference,"August 11, 2020",Varies with device,"5,000,000+",Varies with device,Varies with device,Hyperionics Technology,https://www.hyperionics.com/atVoice/privacy.html
Moon+,Books & Reference,"August 3, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,R$4.99 per item,http://www.moondownload.com/privacymr.html
FamilySearch International,Books & Reference,"August 13, 2020",19M,"1,000,000+",3.6.5,5.0 and up,Users Interact,https://www.familysearch.org/privacy
Librera,Books & Reference,"July 17, 2020",Varies with device,"10,000,000+",8.3.92,4.0 and up,Librera,https://policies.google.com/privacy
Pocketbook SA,Books & Reference,"July 14, 2020",Varies with device,"1,000,000+",4.26.18393.release,4.1 and up,Digital Purchases,https://pocketbook.ch/en-ch/reader-mobile-privacy-notice
StarLine LLC,Auto & Vehicles,"August 10, 2020",Varies with device,"1,000,000+",Varies with device,Varies with device,Shares Info,https://starline-online.ru/privacyPolicy
BitSpice,Auto & Vehicles,"September 14, 2019",46M,"1,000,000+",Varies with device,Varies with device,Digital Purchases,http://www.bitspice.net/automate/privacy.html
StarLine LLC,Auto & Vehicles,"July 29, 2020",62M,"100,000+",1.4.278,5.0 and up,StarLine LLC,https://starline.online/privacyPolicy
Girnar Software Pvt. Ltd.,Auto & Vehicles,"August 4, 2020",Varies with device,"5,000,000+",Varies with device,Varies with device,Girnar Software Pvt. Ltd.,http://www.cardekho.com/info/privacy_policy
Girnar Software Pvt. Ltd.,Auto & Vehicles,"June 8, 2020",11M,"1,000,000+",4.5.6,5.0 and up,"Users Interact, Shares Info",https://www.bikedekho.com/info/privacy-policy.html
ООО «ЛАКИ ШЕРИНГ»,Auto & Vehicles,"August 6, 2020",86M,"100,000+",3.5.9,5.0 and up,ООО «ЛАКИ ШЕРИНГ»,https://policies.google.com/privacy
Anytime.kz,Auto & Vehicles,"June 18, 2020",21M,"100,000+",22.362,4.1 and up,Anytime.kz,https://policies.google.com/privacy
Autodoc IT,Auto & Vehicles,"July 6, 2020",12M,"1,000,000+",1.10.6.2a,4.4 and up,Autodoc IT,https://www.autodoc.ru/Web/legal_privacy_android.htm
CrystalSpring,Auto & Vehicles,"August 1, 2020",35M,"500,000+",2.5.7,4.0.3 and up,R$5.99 - R$9.99 per item,https://policies.google.com/privacy
Ipiranga Produtos de Petróleo,Auto & Vehicles,"August 13, 2020",29M,"5,000,000+",3.6.11156,5.0 and up,Ipiranga Produtos de Petróleo,https://policies.google.com/privacy
Webmotors S.A.,Auto & Vehicles,"August 13, 2020",30M,"1,000,000+",4.9.9,5.0 and up,Digital Purchases,https://policies.google.com/privacy
ایساکو،خدما‌ت‌پس‌از‌فروش‌ایران‌خودرو,Auto & Vehicles,"July 7, 2020",16M,"50,000+",1.3.3,4.4 and up,ایساکو،خدما‌ت‌پس‌از‌فروش‌ایران‌خودرو,https://policies.google.com/privacy
Volkswagen AG,Auto & Vehicles,"July 30, 2020",100M,"500,000+",2.13.8,6.0 and up,Shares Info,http://www.vw-connect.com/de/de/#load/layer/privacy
엔카닷컴,Auto & Vehicles,"August 11, 2020",45M,"1,000,000+",5.2.3,4.1 and up,엔카닷컴,https://policies.google.com/privacy
KoronaPay,Auto & Vehicles,"May 22, 2020",4.0M,"100,000+",2.6.13,5.0 and up,KoronaPay,https://policies.google.com/privacy
M.I.R.,Auto & Vehicles,"August 12, 2020",3.8M,"5,000,000+",2.29,4.1 and up,"Users Interact, Digital Purchases",https://policies.google.com/privacy
AutoScout24 GmbH,Auto & Vehicles,"August 12, 2020",29M,"10,000,000+",9.6.21,5.0 and up,Users Interact,http://about.autoscout24.com/de-de/au-company/au-company-privacy.aspx
DevPlank,Auto & Vehicles,"March 4, 2020",5.9M,"1,000,000+",2.15,4.1 and up,R$6.49 per item,https://www.devplank.com/privacy_policy/rastreamento-correios.html
Dreame Media,Books & Reference,"July 22, 2020",15M,"1,000,000+",1.7.6,4.4 and up,In-App Purchases,https://policies.google.com/privacy
NovelMe.DEV,Books & Reference,"July 31, 2020",7.6M,"1,000,000+",3.9.0.2,4.1 and up,In-App Purchases,http://privacy.novelme.id/NovelMePrivacyPolicy.html
Playlist Corporation,Books & Reference,"June 8, 2020",34M,"1,000,000+",2.7.9,4.4 and up,Users Interact,https://storychat.io/terms/privacy
Meb Corporation Ltd.,Books & Reference,"August 5, 2020",18M,"500,000+",1.84,4.1 and up,"Users Interact, In-App Purchases",https://www.readawrite.com/?action=privacy_policy
"Dek-D Interactive Co., ltd",Books & Reference,"August 7, 2020",11M,"1,000,000+",2.3.43,4.1 and up,"Users Interact, Digital Purchases",https://policies.google.com/privacy
YES24,Books & Reference,"June 29, 2020",16M,"1,000,000+",2.8.2,4.0 and up,In-App Purchases,https://m.yes24.com/Momo/Member/clause_privacy.aspx
"OOKBEE U CO., LTD.",Books & Reference,"July 29, 2020",56M,"5,000,000+",4.0.23,4.1 and up,"Users Interact, Digital Purchases",https://policies.google.com/privacy
알라딘 커뮤니케이션,Books & Reference,"August 10, 2020",6.8M,"1,000,000+",3.8.75,4.1 and up,Digital Purchases,https://policies.google.com/privacy
INNOVATIVE-SOFTWARE,Books & Reference,"June 5, 2020",24M,"5,000,000+",nao,4.0 and up,INNOVATIVE-SOFTWARE,https://policies.google.com/privacy
Labirint LLC,Books & Reference,"July 3, 2020",34M,"1,000,000+",1.8.0,4.2 and up,Labirint LLC,https://policies.google.com/privacy
Livio,Books & Reference,"August 4, 2020",43M,"10,000,000+",Varies with device,Varies with device,Livio,http://thesaurus.altervista.org/android-privacy-policy.html
NAINGDroid,Books & Reference,"July 12, 2020",42M,"1,000,000+",2.5.8,4.0 and up,NAINGDroid,https://www.naingdroidapps.com/privacy-policy
